customer_id,acquisition_date,acquisition_channel,acquisition_cac,city,city_tier,age,gender,preferred_category,cohort_month,cohort_month_dt
CUST06145,2022-12-03,Influencer,2167.58,Delhi,Tier 1,30,Male,Personal Care,2022-12,2022-12
CUST06146,2022-07-19,Email Referral,311.11,Bengaluru,Tier 1,51,Female,Supplements,2022-07,2022-07
CUST06147,2024-06-06,Paid Google,893.11,Ahmedabad,Tier 1,32,Other,Supplements,2024-06,2024-06
CUST06148,2024-01-06,Influencer,1268.97,Surat,Tier 2,28,Female,Haircare,2024-01,2024-01
CUST06149,2022-01-19,Organic Search,260.65,Mumbai,Tier 1,40,Female,Supplements,2022-01,2022-01
CUST06150,2022-10-18,Paid Instagram,1280.57,Hyderabad,Tier 1,49,Male,Supplements,2022-10,2022-10
CUST06151,2024-01-23,Organic Search,292.24,Delhi,Tier 1,22,Other,Personal Care,2024-01,2024-01
CUST06152,2024-03-03,Influencer,1972.28,Delhi,Tier 1,31,Male,Personal Care,2024-03,2024-03
CUST06153,2023-01-28,Paid Google,908.13,Surat,Tier 2,45,Male,Personal Care,2023-01,2023-01
CUST06154,2023-10-08,Paid Google,656.28,Mumbai,Tier 1,19,Male,Skincare,2023-10,2023-10
CUST06155,2023-06-26,Paid Instagram,1197.75,Hyderabad,Tier 1,40,Male,Personal Care,2023-06,2023-06
CUST06156,2022-01-06,Paid Instagram,1181.9,Bengaluru,Tier 1,38,Female,Skincare,2022-01,2022-01
CUST06157,2024-03-15,Email Referral,169.11,Hyderabad,Tier 1,18,Female,Haircare,2024-03,2024-03
CUST06158,2024-05-04,Email Referral,347.26,Surat,Tier 2,31,Female,Personal Care,2024-05,2024-05
CUST06159,2024-04-27,Organic Search,241.78,Ahmedabad,Tier 1,49,Female,Personal Care,2024-04,2024-04
CUST06160,2022-07-03,Organic Search,203.12,Hyderabad,Tier 1,48,Female,Skincare,2022-07,2022-07
CUST06161,2024-06-21,Paid Instagram,1201.0,Bengaluru,Tier 1,31,Female,Haircare,2024-06,2024-06
CUST06162,2022-01-27,Email Referral,239.21,Hyderabad,Tier 1,30,Male,Supplements,2022-01,2022-01
CUST06163,2022-11-03,Email Referral,271.74,Delhi,Tier 1,25,Female,Personal Care,2022-11,2022-11
CUST06164,2022-11-20,Organic Search,214.94,Indore,Tier 3,42,Female,Supplements,2022-11,2022-11
CUST06165,2023-07-21,Organic Search,293.17,Bengaluru,Tier 1,27,Male,Personal Care,2023-07,2023-07
CUST06166,2022-03-18,Direct,95.05,Lucknow,Tier 2,32,Male,Personal Care,2022-03,2022-03
CUST06167,2022-01-06,Influencer,1164.67,Ahmedabad,Tier 1,25,Male,Haircare,2022-01,2022-01
CUST06168,2023-10-24,Paid Google,995.15,Chandigarh,Tier 2,30,Female,Personal Care,2023-10,2023-10
CUST06169,2022-01-20,Influencer,1736.96,Hyderabad,Tier 1,35,Female,Supplements,2022-01,2022-01
CUST06170,2022-03-21,Paid Google,1003.01,Pune,Tier 1,47,Male,Skincare,2022-03,2022-03
CUST06171,2024-01-08,Direct,121.64,Bengaluru,Tier 1,33,Female,Skincare,2024-01,2024-01
CUST06172,2022-01-02,Organic Search,178.44,Nagpur,Tier 3,41,Female,Personal Care,2022-01,2022-01
CUST06173,2023-04-18,Organic Search,268.83,Bengaluru,Tier 1,43,Female,Personal Care,2023-04,2023-04
CUST06174,2024-01-13,Email Referral,278.58,Mumbai,Tier 1,48,Other,Skincare,2024-01,2024-01
CUST06175,2022-12-12,Organic Search,203.93,Mumbai,Tier 1,19,Male,Haircare,2022-12,2022-12
CUST06176,2022-02-25,Paid Instagram,978.18,Pune,Tier 1,45,Male,Haircare,2022-02,2022-02
CUST06177,2023-12-21,Paid Instagram,814.06,Chennai,Tier 1,44,Male,Personal Care,2023-12,2023-12
CUST06178,2022-12-09,Direct,133.75,Delhi,Tier 1,47,Female,Skincare,2022-12,2022-12
CUST06179,2024-03-05,Paid Google,748.17,Surat,Tier 2,52,Female,Personal Care,2024-03,2024-03
CUST06180,2022-03-13,Organic Search,266.43,Pune,Tier 1,27,Female,Skincare,2022-03,2022-03
CUST06181,2024-04-02,Direct,61.14,Ahmedabad,Tier 1,21,Female,Skincare,2024-04,2024-04
CUST06182,2022-05-05,Paid Google,627.29,Hyderabad,Tier 1,45,Male,Personal Care,2022-05,2022-05
CUST06183,2023-08-14,Paid Instagram,871.05,Mumbai,Tier 1,47,Male,Personal Care,2023-08,2023-08
CUST06184,2023-03-18,Paid Google,651.95,Ahmedabad,Tier 1,36,Female,Skincare,2023-03,2023-03
CUST06185,2023-09-29,Influencer,1153.56,Bengaluru,Tier 1,47,Female,Personal Care,2023-09,2023-09
CUST06186,2024-06-02,Email Referral,271.02,Delhi,Tier 1,50,Female,Personal Care,2024-06,2024-06
CUST06187,2022-11-15,Influencer,1597.55,Kolkata,Tier 1,52,Female,Haircare,2022-11,2022-11
CUST06188,2022-08-10,Paid Google,910.86,Hyderabad,Tier 1,51,Male,Personal Care,2022-08,2022-08
CUST06189,2023-04-03,Direct,142.06,Nagpur,Tier 3,29,Male,Haircare,2023-04,2023-04
CUST06190,2024-03-09,Paid Instagram,1141.93,Kochi,Tier 2,46,Female,Supplements,2024-03,2024-03
CUST06191,2024-04-13,Paid Google,1094.0,Bengaluru,Tier 1,19,Female,Haircare,2024-04,2024-04
CUST06192,2024-04-01,Email Referral,226.93,Kochi,Tier 2,27,Male,Skincare,2024-04,2024-04
CUST06193,2022-12-02,Paid Instagram,1258.83,Bengaluru,Tier 1,51,Male,Supplements,2022-12,2022-12
CUST06194,2022-06-13,Paid Instagram,909.51,Chandigarh,Tier 2,36,Male,Personal Care,2022-06,2022-06
CUST06195,2023-09-16,Paid Google,1016.26,Ahmedabad,Tier 1,25,Male,Personal Care,2023-09,2023-09
CUST06196,2024-03-22,Paid Instagram,1140.74,Bengaluru,Tier 1,28,Male,Haircare,2024-03,2024-03
CUST06197,2023-01-18,Organic Search,181.66,Chandigarh,Tier 2,33,Female,Skincare,2023-01,2023-01
CUST06198,2022-05-01,Email Referral,315.94,Surat,Tier 2,22,Female,Skincare,2022-05,2022-05
CUST06199,2023-01-26,Organic Search,260.67,Jaipur,Tier 2,19,Female,Personal Care,2023-01,2023-01
CUST06200,2022-11-08,Influencer,1435.8,Hyderabad,Tier 1,34,Female,Supplements,2022-11,2022-11
CUST06201,2023-07-14,Organic Search,119.65,Mumbai,Tier 1,32,Female,Haircare,2023-07,2023-07
CUST06202,2023-08-02,Influencer,2199.62,Surat,Tier 2,22,Male,Haircare,2023-08,2023-08
CUST06203,2024-05-12,Paid Google,627.17,Chennai,Tier 1,50,Male,Personal Care,2024-05,2024-05
CUST06204,2022-02-21,Direct,132.69,Ahmedabad,Tier 1,51,Female,Supplements,2022-02,2022-02
CUST06205,2022-03-24,Paid Google,919.34,Hyderabad,Tier 1,42,Female,Personal Care,2022-03,2022-03
CUST06206,2023-12-03,Organic Search,221.86,Delhi,Tier 1,28,Other,Personal Care,2023-12,2023-12
CUST06207,2023-04-26,Email Referral,343.81,Mumbai,Tier 1,39,Male,Supplements,2023-04,2023-04
CUST06208,2022-10-14,Influencer,1112.81,Nagpur,Tier 3,48,Female,Supplements,2022-10,2022-10
CUST06209,2022-06-30,Organic Search,101.35,Bengaluru,Tier 1,32,Female,Skincare,2022-06,2022-06
CUST06210,2024-02-04,Paid Google,1032.42,Jaipur,Tier 2,23,Female,Personal Care,2024-02,2024-02
CUST06211,2022-06-05,Paid Instagram,1166.46,Ahmedabad,Tier 1,47,Female,Skincare,2022-06,2022-06
CUST06212,2023-08-27,Organic Search,169.25,Indore,Tier 3,50,Male,Haircare,2023-08,2023-08
CUST06213,2022-03-19,Direct,53.79,Pune,Tier 1,18,Female,Personal Care,2022-03,2022-03
CUST06214,2022-09-26,Paid Instagram,1301.04,Kochi,Tier 2,27,Female,Personal Care,2022-09,2022-09
CUST06215,2023-04-30,Organic Search,165.47,Mumbai,Tier 1,37,Male,Haircare,2023-04,2023-04
CUST06216,2022-06-26,Paid Google,929.36,Delhi,Tier 1,41,Male,Supplements,2022-06,2022-06
CUST06217,2022-10-12,Paid Instagram,1272.7,Delhi,Tier 1,23,Female,Skincare,2022-10,2022-10
CUST06218,2022-11-17,Paid Instagram,1003.32,Ahmedabad,Tier 1,43,Female,Skincare,2022-11,2022-11
CUST06219,2023-01-15,Organic Search,120.53,Surat,Tier 2,52,Male,Supplements,2023-01,2023-01
CUST06220,2024-04-05,Direct,65.71,Indore,Tier 3,31,Female,Skincare,2024-04,2024-04
CUST06221,2022-08-09,Influencer,1366.43,Pune,Tier 1,47,Female,Haircare,2022-08,2022-08
CUST06222,2022-06-03,Email Referral,293.47,Ahmedabad,Tier 1,27,Female,Supplements,2022-06,2022-06
CUST06223,2022-04-09,Organic Search,213.79,Kolkata,Tier 1,48,Male,Personal Care,2022-04,2022-04
CUST06224,2023-03-24,Paid Google,603.24,Delhi,Tier 1,30,Male,Supplements,2023-03,2023-03
CUST06225,2023-03-07,Paid Instagram,1314.01,Ahmedabad,Tier 1,38,Male,Skincare,2023-03,2023-03
CUST06226,2022-11-09,Direct,67.07,Jaipur,Tier 2,36,Female,Haircare,2022-11,2022-11
CUST06227,2022-07-11,Influencer,1482.03,Bengaluru,Tier 1,46,Male,Haircare,2022-07,2022-07
CUST06228,2024-02-07,Email Referral,303.23,Hyderabad,Tier 1,28,Male,Supplements,2024-02,2024-02
CUST06229,2023-04-20,Email Referral,226.11,Kolkata,Tier 1,51,Female,Supplements,2023-04,2023-04
CUST06230,2024-04-26,Influencer,1559.87,Ahmedabad,Tier 1,30,Male,Skincare,2024-04,2024-04
CUST06231,2023-04-17,Direct,52.01,Bengaluru,Tier 1,23,Female,Haircare,2023-04,2023-04
CUST06232,2023-04-06,Organic Search,297.64,Kolkata,Tier 1,31,Male,Skincare,2023-04,2023-04
CUST06233,2024-06-14,Email Referral,338.63,Bengaluru,Tier 1,48,Male,Personal Care,2024-06,2024-06
CUST06234,2023-07-12,Email Referral,285.13,Chennai,Tier 1,31,Male,Skincare,2023-07,2023-07
CUST06235,2023-03-27,Paid Instagram,1152.71,Nagpur,Tier 3,48,Female,Skincare,2023-03,2023-03
CUST06236,2023-12-08,Email Referral,216.55,Indore,Tier 3,50,Female,Skincare,2023-12,2023-12
CUST06237,2023-12-23,Email Referral,306.56,Delhi,Tier 1,32,Other,Personal Care,2023-12,2023-12
CUST06238,2022-12-05,Email Referral,299.55,Hyderabad,Tier 1,30,Male,Personal Care,2022-12,2022-12
CUST06239,2023-02-03,Email Referral,207.63,Delhi,Tier 1,25,Female,Supplements,2023-02,2023-02
CUST06240,2022-06-08,Direct,65.32,Kochi,Tier 2,52,Male,Haircare,2022-06,2022-06
CUST06241,2024-03-01,Email Referral,201.28,Hyderabad,Tier 1,35,Male,Haircare,2024-03,2024-03
CUST06242,2023-12-05,Influencer,1234.23,Kolkata,Tier 1,51,Female,Skincare,2023-12,2023-12
CUST06243,2024-06-22,Influencer,1148.8,Kochi,Tier 2,45,Female,Haircare,2024-06,2024-06
CUST06244,2022-09-27,Organic Search,107.39,Bengaluru,Tier 1,42,Male,Haircare,2022-09,2022-09
CUST06245,2022-06-05,Influencer,1177.66,Pune,Tier 1,27,Other,Personal Care,2022-06,2022-06
CUST06246,2023-12-12,Paid Instagram,1104.11,Delhi,Tier 1,49,Male,Skincare,2023-12,2023-12
CUST06247,2022-09-09,Organic Search,138.13,Hyderabad,Tier 1,18,Female,Supplements,2022-09,2022-09
CUST06248,2023-10-29,Organic Search,282.58,Kolkata,Tier 1,38,Male,Personal Care,2023-10,2023-10
CUST06249,2022-03-17,Organic Search,163.82,Delhi,Tier 1,51,Female,Skincare,2022-03,2022-03
CUST06250,2023-07-16,Organic Search,251.94,Surat,Tier 2,51,Male,Skincare,2023-07,2023-07
CUST06251,2022-04-04,Influencer,1103.99,Surat,Tier 2,24,Female,Haircare,2022-04,2022-04
CUST06252,2022-07-29,Direct,52.57,Ahmedabad,Tier 1,44,Female,Supplements,2022-07,2022-07
CUST06253,2023-11-10,Direct,76.11,Chennai,Tier 1,35,Female,Personal Care,2023-11,2023-11
CUST06254,2022-04-26,Paid Instagram,904.27,Lucknow,Tier 2,49,Other,Personal Care,2022-04,2022-04
CUST06255,2023-07-27,Paid Instagram,934.19,Jaipur,Tier 2,22,Male,Skincare,2023-07,2023-07
CUST06256,2023-06-01,Organic Search,160.89,Mumbai,Tier 1,50,Male,Haircare,2023-06,2023-06
CUST06257,2023-08-29,Paid Instagram,1142.0,Nagpur,Tier 3,49,Female,Personal Care,2023-08,2023-08
CUST06258,2024-03-16,Influencer,1228.97,Delhi,Tier 1,25,Female,Skincare,2024-03,2024-03
CUST06259,2023-06-23,Paid Instagram,1083.51,Lucknow,Tier 2,47,Female,Skincare,2023-06,2023-06
CUST06260,2023-12-11,Organic Search,120.96,Surat,Tier 2,28,Male,Supplements,2023-12,2023-12
CUST06261,2023-03-28,Organic Search,101.47,Bengaluru,Tier 1,21,Female,Haircare,2023-03,2023-03
CUST06262,2022-03-15,Paid Instagram,868.0,Chennai,Tier 1,19,Female,Haircare,2022-03,2022-03
CUST06263,2023-05-21,Email Referral,255.18,Lucknow,Tier 2,23,Male,Supplements,2023-05,2023-05
CUST06264,2022-06-20,Organic Search,143.73,Mumbai,Tier 1,34,Female,Supplements,2022-06,2022-06
CUST06265,2023-04-10,Paid Instagram,1037.75,Delhi,Tier 1,24,Female,Supplements,2023-04,2023-04
CUST06266,2022-02-13,Paid Instagram,1339.32,Mumbai,Tier 1,22,Female,Haircare,2022-02,2022-02
CUST06267,2022-03-07,Organic Search,273.49,Delhi,Tier 1,28,Female,Skincare,2022-03,2022-03
CUST06268,2023-11-10,Paid Instagram,819.19,Hyderabad,Tier 1,19,Male,Skincare,2023-11,2023-11
CUST06269,2022-11-16,Email Referral,323.12,Mumbai,Tier 1,35,Female,Personal Care,2022-11,2022-11
CUST06270,2023-12-23,Paid Instagram,1041.79,Delhi,Tier 1,47,Female,Personal Care,2023-12,2023-12
CUST06271,2023-10-10,Paid Instagram,1018.68,Kolkata,Tier 1,18,Female,Haircare,2023-10,2023-10
CUST06272,2024-06-27,Organic Search,145.74,Surat,Tier 2,31,Female,Skincare,2024-06,2024-06
CUST06273,2023-12-29,Direct,63.2,Delhi,Tier 1,22,Female,Supplements,2023-12,2023-12
CUST06274,2022-05-03,Paid Google,617.75,Chennai,Tier 1,41,Male,Supplements,2022-05,2022-05
CUST06275,2022-08-15,Paid Instagram,817.59,Ahmedabad,Tier 1,43,Female,Skincare,2022-08,2022-08
CUST06276,2023-08-24,Email Referral,315.41,Lucknow,Tier 2,27,Female,Skincare,2023-08,2023-08
CUST06277,2022-04-06,Influencer,1321.69,Pune,Tier 1,44,Female,Haircare,2022-04,2022-04
CUST06278,2022-02-21,Paid Instagram,1030.33,Delhi,Tier 1,51,Male,Supplements,2022-02,2022-02
CUST06279,2022-07-25,Influencer,1211.3,Delhi,Tier 1,38,Male,Skincare,2022-07,2022-07
CUST06280,2022-01-29,Organic Search,159.69,Jaipur,Tier 2,43,Female,Personal Care,2022-01,2022-01
CUST06281,2022-02-14,Influencer,1441.09,Mumbai,Tier 1,51,Female,Skincare,2022-02,2022-02
CUST06282,2023-01-07,Paid Google,1015.18,Mumbai,Tier 1,19,Female,Supplements,2023-01,2023-01
CUST06283,2023-01-15,Organic Search,172.15,Surat,Tier 2,36,Female,Supplements,2023-01,2023-01
CUST06284,2022-03-02,Organic Search,121.11,Mumbai,Tier 1,19,Female,Haircare,2022-03,2022-03
CUST06285,2023-01-20,Paid Instagram,863.1,Indore,Tier 3,51,Female,Skincare,2023-01,2023-01
CUST06286,2022-01-17,Paid Google,656.05,Lucknow,Tier 2,49,Male,Skincare,2022-01,2022-01
CUST06287,2022-12-18,Influencer,2181.44,Mumbai,Tier 1,28,Female,Personal Care,2022-12,2022-12
CUST06288,2022-12-29,Influencer,1408.62,Jaipur,Tier 2,24,Male,Haircare,2022-12,2022-12
CUST06289,2023-11-21,Organic Search,203.04,Pune,Tier 1,36,Other,Personal Care,2023-11,2023-11
CUST06290,2023-07-05,Paid Google,1035.2,Surat,Tier 2,49,Male,Haircare,2023-07,2023-07
CUST06291,2024-06-28,Paid Instagram,1307.19,Mumbai,Tier 1,49,Female,Skincare,2024-06,2024-06
CUST06292,2023-01-28,Email Referral,217.87,Jaipur,Tier 2,36,Female,Supplements,2023-01,2023-01
CUST06293,2022-10-26,Paid Instagram,1233.55,Jaipur,Tier 2,48,Female,Personal Care,2022-10,2022-10
CUST06294,2022-12-12,Direct,136.36,Delhi,Tier 1,41,Female,Supplements,2022-12,2022-12
CUST06295,2023-07-28,Paid Instagram,829.84,Indore,Tier 3,19,Other,Supplements,2023-07,2023-07
CUST06296,2022-07-20,Paid Google,812.36,Indore,Tier 3,34,Female,Personal Care,2022-07,2022-07
CUST06297,2023-08-31,Organic Search,182.57,Delhi,Tier 1,23,Female,Skincare,2023-08,2023-08
CUST06298,2022-06-13,Influencer,1162.36,Delhi,Tier 1,51,Female,Personal Care,2022-06,2022-06
CUST06299,2023-03-29,Organic Search,267.21,Mumbai,Tier 1,44,Female,Supplements,2023-03,2023-03
CUST06300,2022-03-02,Paid Instagram,807.65,Jaipur,Tier 2,29,Female,Supplements,2022-03,2022-03
CUST06301,2022-07-27,Paid Google,640.13,Ahmedabad,Tier 1,34,Male,Personal Care,2022-07,2022-07
CUST06302,2022-07-11,Paid Google,1053.74,Chennai,Tier 1,40,Female,Skincare,2022-07,2022-07
CUST06303,2022-09-30,Influencer,1205.84,Ahmedabad,Tier 1,33,Other,Personal Care,2022-09,2022-09
CUST06304,2022-12-26,Organic Search,153.63,Jaipur,Tier 2,28,Female,Personal Care,2022-12,2022-12
CUST06305,2022-07-29,Paid Instagram,1308.69,Delhi,Tier 1,43,Female,Skincare,2022-07,2022-07
CUST06306,2024-02-21,Paid Instagram,1125.91,Surat,Tier 2,45,Male,Supplements,2024-02,2024-02
CUST06307,2022-04-22,Paid Google,630.45,Mumbai,Tier 1,42,Female,Supplements,2022-04,2022-04
CUST06308,2024-05-06,Organic Search,195.9,Kochi,Tier 2,34,Female,Supplements,2024-05,2024-05
CUST06309,2022-12-05,Paid Google,877.54,Surat,Tier 2,40,Female,Skincare,2022-12,2022-12
CUST06310,2024-06-25,Organic Search,149.56,Kochi,Tier 2,27,Female,Skincare,2024-06,2024-06
CUST06311,2023-08-16,Email Referral,252.93,Surat,Tier 2,25,Female,Supplements,2023-08,2023-08
CUST06312,2024-02-23,Organic Search,150.18,Lucknow,Tier 2,51,Male,Haircare,2024-02,2024-02
CUST06313,2022-12-08,Paid Google,723.06,Delhi,Tier 1,52,Male,Supplements,2022-12,2022-12
CUST06314,2022-05-01,Email Referral,342.9,Chennai,Tier 1,51,Female,Supplements,2022-05,2022-05
CUST06315,2024-05-26,Paid Instagram,1162.84,Delhi,Tier 1,20,Male,Supplements,2024-05,2024-05
CUST06316,2023-03-20,Paid Instagram,1333.74,Chennai,Tier 1,52,Female,Skincare,2023-03,2023-03
CUST06317,2023-06-24,Paid Instagram,862.76,Bengaluru,Tier 1,45,Male,Personal Care,2023-06,2023-06
CUST06318,2023-08-30,Email Referral,287.73,Delhi,Tier 1,22,Female,Skincare,2023-08,2023-08
CUST06319,2022-12-03,Organic Search,197.92,Mumbai,Tier 1,24,Female,Skincare,2022-12,2022-12
CUST06320,2023-05-12,Organic Search,282.26,Bengaluru,Tier 1,37,Female,Supplements,2023-05,2023-05
CUST06321,2023-03-23,Paid Instagram,1393.0,Pune,Tier 1,25,Male,Haircare,2023-03,2023-03
CUST06322,2024-03-28,Influencer,1327.99,Hyderabad,Tier 1,37,Female,Supplements,2024-03,2024-03
CUST06323,2023-01-17,Organic Search,184.92,Hyderabad,Tier 1,38,Female,Personal Care,2023-01,2023-01
CUST06324,2023-07-31,Organic Search,247.37,Bengaluru,Tier 1,32,Female,Personal Care,2023-07,2023-07
CUST06325,2022-09-28,Paid Instagram,1093.42,Kochi,Tier 2,20,Female,Skincare,2022-09,2022-09
CUST06326,2022-02-11,Influencer,1546.05,Bengaluru,Tier 1,38,Male,Skincare,2022-02,2022-02
CUST06327,2022-09-29,Direct,73.36,Mumbai,Tier 1,30,Female,Personal Care,2022-09,2022-09
CUST06328,2023-10-30,Paid Google,675.16,Lucknow,Tier 2,50,Female,Skincare,2023-10,2023-10
CUST06329,2024-02-06,Organic Search,286.52,Hyderabad,Tier 1,23,Female,Personal Care,2024-02,2024-02
CUST06330,2022-06-13,Email Referral,187.22,Ahmedabad,Tier 1,33,Female,Haircare,2022-06,2022-06
CUST06331,2024-01-17,Paid Google,831.25,Ahmedabad,Tier 1,52,Female,Haircare,2024-01,2024-01
CUST06332,2023-06-23,Direct,69.28,Nagpur,Tier 3,22,Female,Personal Care,2023-06,2023-06
CUST06333,2024-04-04,Organic Search,212.31,Hyderabad,Tier 1,44,Female,Skincare,2024-04,2024-04
CUST06334,2022-10-21,Organic Search,285.04,Hyderabad,Tier 1,28,Female,Haircare,2022-10,2022-10
CUST06335,2023-07-06,Paid Google,995.57,Chennai,Tier 1,32,Male,Supplements,2023-07,2023-07
CUST06336,2024-04-24,Paid Instagram,1359.04,Indore,Tier 3,44,Male,Personal Care,2024-04,2024-04
CUST06337,2022-07-18,Direct,59.77,Mumbai,Tier 1,43,Female,Supplements,2022-07,2022-07
CUST06338,2023-02-19,Influencer,1620.76,Hyderabad,Tier 1,19,Female,Supplements,2023-02,2023-02
CUST06339,2022-07-19,Paid Instagram,978.93,Mumbai,Tier 1,41,Female,Skincare,2022-07,2022-07
CUST06340,2023-03-20,Paid Google,864.76,Mumbai,Tier 1,21,Male,Supplements,2023-03,2023-03
CUST06341,2023-06-05,Email Referral,157.55,Ahmedabad,Tier 1,26,Female,Personal Care,2023-06,2023-06
CUST06342,2022-07-09,Email Referral,306.35,Chennai,Tier 1,45,Female,Haircare,2022-07,2022-07
CUST06343,2023-01-22,Paid Google,1069.67,Mumbai,Tier 1,52,Female,Personal Care,2023-01,2023-01
CUST06344,2022-03-22,Email Referral,189.03,Delhi,Tier 1,23,Female,Haircare,2022-03,2022-03
CUST06345,2022-05-17,Influencer,1748.42,Kolkata,Tier 1,30,Female,Skincare,2022-05,2022-05
CUST06346,2022-01-07,Paid Google,601.64,Ahmedabad,Tier 1,51,Male,Haircare,2022-01,2022-01
CUST06347,2022-04-25,Paid Google,800.92,Ahmedabad,Tier 1,49,Female,Haircare,2022-04,2022-04
CUST06348,2022-07-22,Organic Search,294.77,Pune,Tier 1,24,Female,Haircare,2022-07,2022-07
CUST06349,2023-05-02,Direct,138.81,Ahmedabad,Tier 1,28,Male,Skincare,2023-05,2023-05
CUST06350,2023-01-08,Influencer,1328.3,Bengaluru,Tier 1,29,Female,Haircare,2023-01,2023-01
CUST06351,2022-06-29,Paid Instagram,1038.52,Mumbai,Tier 1,22,Female,Haircare,2022-06,2022-06
CUST06352,2022-11-15,Paid Instagram,1235.58,Mumbai,Tier 1,51,Female,Skincare,2022-11,2022-11
CUST06353,2023-05-20,Paid Instagram,1396.46,Bengaluru,Tier 1,48,Female,Supplements,2023-05,2023-05
CUST06354,2022-03-14,Influencer,1864.32,Mumbai,Tier 1,33,Female,Personal Care,2022-03,2022-03
CUST06355,2022-03-18,Influencer,1661.8,Delhi,Tier 1,33,Female,Haircare,2022-03,2022-03
CUST06356,2023-07-08,Organic Search,226.84,Bengaluru,Tier 1,32,Male,Skincare,2023-07,2023-07
CUST06357,2022-06-08,Organic Search,258.56,Indore,Tier 3,46,Male,Skincare,2022-06,2022-06
CUST06358,2023-08-09,Paid Google,896.78,Bengaluru,Tier 1,33,Male,Personal Care,2023-08,2023-08
CUST06359,2024-01-17,Influencer,2141.06,Delhi,Tier 1,29,Female,Haircare,2024-01,2024-01
CUST06360,2024-04-13,Organic Search,119.83,Chennai,Tier 1,23,Female,Haircare,2024-04,2024-04
CUST06361,2022-02-23,Paid Instagram,1033.28,Jaipur,Tier 2,19,Female,Supplements,2022-02,2022-02
CUST06362,2022-02-08,Paid Google,738.48,Nagpur,Tier 3,22,Male,Skincare,2022-02,2022-02
CUST06363,2023-03-25,Paid Google,1092.26,Mumbai,Tier 1,28,Female,Haircare,2023-03,2023-03
CUST06364,2022-05-12,Organic Search,189.29,Bengaluru,Tier 1,50,Female,Haircare,2022-05,2022-05
CUST06365,2023-04-05,Paid Instagram,1385.1,Chennai,Tier 1,45,Male,Personal Care,2023-04,2023-04
CUST06366,2024-04-02,Direct,129.78,Jaipur,Tier 2,47,Male,Skincare,2024-04,2024-04
CUST06367,2024-02-16,Organic Search,275.2,Delhi,Tier 1,39,Male,Haircare,2024-02,2024-02
CUST06368,2023-08-06,Paid Google,624.62,Lucknow,Tier 2,41,Male,Supplements,2023-08,2023-08
CUST06369,2023-02-27,Paid Instagram,950.6,Pune,Tier 1,32,Male,Personal Care,2023-02,2023-02
CUST06370,2023-12-27,Paid Google,723.3,Delhi,Tier 1,41,Female,Skincare,2023-12,2023-12
CUST06371,2023-06-04,Direct,72.14,Bengaluru,Tier 1,48,Female,Personal Care,2023-06,2023-06
CUST06372,2023-01-06,Email Referral,287.6,Pune,Tier 1,35,Male,Haircare,2023-01,2023-01
CUST06373,2023-07-03,Paid Google,1064.41,Indore,Tier 3,50,Male,Haircare,2023-07,2023-07
CUST06374,2022-11-16,Paid Google,882.79,Chennai,Tier 1,28,Female,Personal Care,2022-11,2022-11
CUST06375,2022-05-14,Paid Instagram,994.64,Delhi,Tier 1,29,Female,Personal Care,2022-05,2022-05
CUST06376,2022-03-05,Influencer,2184.7,Delhi,Tier 1,51,Female,Supplements,2022-03,2022-03
CUST06377,2023-08-25,Email Referral,332.6,Chennai,Tier 1,43,Male,Skincare,2023-08,2023-08
CUST06378,2023-03-25,Direct,70.83,Kolkata,Tier 1,28,Female,Skincare,2023-03,2023-03
CUST06379,2024-03-22,Paid Instagram,1291.66,Chennai,Tier 1,19,Female,Personal Care,2024-03,2024-03
CUST06380,2023-10-03,Paid Google,905.47,Delhi,Tier 1,18,Female,Personal Care,2023-10,2023-10
CUST06381,2024-05-29,Paid Google,862.0,Mumbai,Tier 1,24,Female,Personal Care,2024-05,2024-05
CUST06382,2022-01-04,Direct,134.8,Surat,Tier 2,50,Female,Haircare,2022-01,2022-01
CUST06383,2022-08-29,Organic Search,160.8,Mumbai,Tier 1,28,Male,Supplements,2022-08,2022-08
CUST06384,2022-07-05,Influencer,1147.09,Bengaluru,Tier 1,43,Female,Supplements,2022-07,2022-07
CUST06385,2023-05-02,Paid Google,789.01,Bengaluru,Tier 1,27,Female,Skincare,2023-05,2023-05
CUST06386,2023-11-14,Organic Search,249.64,Chennai,Tier 1,18,Male,Personal Care,2023-11,2023-11
CUST06387,2024-06-29,Paid Instagram,988.73,Bengaluru,Tier 1,31,Female,Supplements,2024-06,2024-06
CUST06388,2023-08-09,Paid Instagram,1267.29,Hyderabad,Tier 1,45,Male,Skincare,2023-08,2023-08
CUST06389,2024-04-03,Paid Google,633.42,Ahmedabad,Tier 1,39,Female,Skincare,2024-04,2024-04
CUST06390,2023-02-20,Paid Google,946.46,Mumbai,Tier 1,36,Female,Supplements,2023-02,2023-02
CUST06391,2023-04-20,Paid Google,645.7,Ahmedabad,Tier 1,23,Female,Haircare,2023-04,2023-04
CUST06392,2024-06-18,Organic Search,273.36,Jaipur,Tier 2,46,Female,Supplements,2024-06,2024-06
CUST06393,2023-01-06,Email Referral,307.06,Delhi,Tier 1,42,Female,Supplements,2023-01,2023-01
CUST06394,2022-07-04,Organic Search,174.54,Hyderabad,Tier 1,33,Male,Haircare,2022-07,2022-07
