return_id,order_id,customer_id,return_date,return_reason,refund_amount,reverse_logistics,restocking_cost,net_return_cost,acquisition_channel
RET000801,ORD0007271,CUST04764,2022-10-23,Not as described,1482.44,80,17.0,1579.44,Paid Google
RET000802,ORD0007288,CUST04776,2022-03-30,Product damaged,1372.91,80,16.0,1468.91,Organic Search
RET000803,ORD0007305,CUST04787,2023-02-24,Product damaged,1233.94,80,13.0,1326.94,Organic Search
RET000804,ORD0007316,CUST04795,2023-09-10,Product damaged,1245.52,80,13.5,1339.02,Paid Instagram
RET000805,ORD0007324,CUST04800,2024-01-18,Product damaged,584.28,80,6.5,670.78,Paid Google
RET000806,ORD0007325,CUST04800,2024-04-16,Product damaged,1487.04,80,15.5,1582.54,Paid Google
RET000807,ORD0007343,CUST04814,2023-08-05,Product damaged,574.37,80,7.0,661.37,Influencer
RET000808,ORD0007361,CUST04826,2024-05-10,Product damaged,1277.46,80,13.5,1370.96,Paid Google
RET000809,ORD0007371,CUST04833,2024-04-09,Product damaged,790.55,80,9.0,879.55,Paid Google
RET000810,ORD0007372,CUST04834,2022-08-01,Product damaged,938.88,80,12.0,1030.88,Paid Instagram
RET000811,ORD0007375,CUST04835,2022-09-10,Changed mind,546.27,80,5.25,631.52,Paid Google
RET000812,ORD0007390,CUST04844,2024-03-23,Changed mind,1297.69,80,15.0,1392.69,Organic Search
RET000813,ORD0007398,CUST04850,2023-04-13,Product damaged,980.96,80,11.0,1071.96,Paid Instagram
RET000814,ORD0007403,CUST04854,2023-04-09,Wrong item,611.24,80,6.5,697.74,Paid Google
RET000815,ORD0007414,CUST04860,2023-11-07,Product damaged,732.12,80,9.0,821.12,Email Referral
RET000816,ORD0007415,CUST04860,2024-02-19,Not as described,4904.61,80,51.0,5035.61,Email Referral
RET000817,ORD0007423,CUST04865,2022-06-27,Product damaged,1049.98,80,10.5,1140.48,Email Referral
RET000818,ORD0007424,CUST04866,2023-11-18,Wrong item,749.01,80,8.75,837.76,Organic Search
RET000819,ORD0007456,CUST04893,2024-01-01,Not as described,505.99,80,4.5,590.49,Paid Google
RET000820,ORD0007472,CUST04906,2022-09-28,Quality issue,342.1,80,4.0,426.1,Paid Instagram
RET000821,ORD0007482,CUST04913,2022-07-21,Product damaged,688.87,80,9.0,777.87,Paid Google
RET000822,ORD0007510,CUST04932,2022-02-22,Not as described,2014.68,80,22.5,2117.18,Paid Google
RET000823,ORD0007513,CUST04934,2023-07-04,Product damaged,2367.72,80,24.0,2471.72,Organic Search
RET000824,ORD0007514,CUST04935,2023-04-18,Changed mind,1000.2,80,11.0,1091.2,Paid Instagram
RET000825,ORD0007524,CUST04943,2023-03-27,Not as described,792.12,80,8.0,880.12,Influencer
RET000826,ORD0007532,CUST04950,2022-01-19,Not as described,718.35,80,8.5,806.85,Influencer
RET000827,ORD0007540,CUST04957,2024-06-18,Quality issue,868.4,80,9.0,957.4,Paid Instagram
RET000828,ORD0007549,CUST04965,2024-04-21,Wrong item,592.03,80,5.25,677.28,Paid Instagram
RET000829,ORD0007558,CUST04971,2022-08-08,Quality issue,3040.81,80,36.0,3156.81,Paid Instagram
RET000830,ORD0007562,CUST04975,2024-06-08,Quality issue,984.25,80,11.5,1075.75,Paid Google
RET000831,ORD0007565,CUST04976,2024-04-16,Not as described,807.46,80,9.0,896.46,Organic Search
RET000832,ORD0007571,CUST04980,2023-01-21,Quality issue,886.96,80,9.0,975.96,Paid Instagram
RET000833,ORD0007578,CUST04985,2023-02-16,Product damaged,303.99,80,3.0,386.99,Paid Instagram
RET000834,ORD0007580,CUST04985,2023-09-18,Allergic reaction,787.51,80,8.0,875.51,Paid Instagram
RET000835,ORD0007588,CUST04990,2022-10-10,Quality issue,697.24,80,8.25,785.49,Organic Search
RET000836,ORD0007593,CUST04992,2024-04-05,Not as described,442.42,80,5.5,527.92,Organic Search
RET000837,ORD0007602,CUST04997,2023-10-01,Changed mind,325.49,80,4.0,409.49,Influencer
RET000838,ORD0007607,CUST05001,2022-05-22,Quality issue,579.26,80,7.0,666.26,Email Referral
RET000839,ORD0007614,CUST05004,2024-09-03,Product damaged,4925.37,80,56.0,5061.37,Paid Google
RET000840,ORD0007621,CUST05009,2023-04-07,Product damaged,3030.85,80,30.75,3141.6,Paid Google
RET000841,ORD0007625,CUST05013,2022-05-24,Not as described,2814.19,80,29.5,2923.69,Paid Google
RET000842,ORD0007651,CUST05027,2023-07-29,Not as described,1368.85,80,16.0,1464.85,Paid Google
RET000843,ORD0007660,CUST05029,2023-09-17,Product damaged,1162.72,80,12.75,1255.47,Organic Search
RET000844,ORD0007673,CUST05039,2024-06-29,Changed mind,2445.36,80,26.5,2551.86,Influencer
RET000845,ORD0007686,CUST05048,2022-10-14,Quality issue,1838.66,80,18.0,1936.66,Paid Google
RET000846,ORD0007690,CUST05050,2022-04-08,Product damaged,639.35,80,7.5,726.85,Paid Instagram
RET000847,ORD0007696,CUST05055,2023-05-04,Not as described,631.9,80,6.0,717.9,Email Referral
RET000848,ORD0007705,CUST05059,2024-02-20,Changed mind,1627.78,80,19.0,1726.78,Paid Instagram
RET000849,ORD0007706,CUST05059,2024-05-15,Changed mind,1195.83,80,12.5,1288.33,Paid Instagram
RET000850,ORD0007719,CUST05068,2022-09-21,Quality issue,436.48,80,4.25,520.73,Paid Instagram
RET000851,ORD0007725,CUST05071,2024-02-18,Product damaged,737.25,80,8.5,825.75,Direct
RET000852,ORD0007731,CUST05073,2024-03-18,Quality issue,249.14,80,3.0,332.14,Paid Instagram
RET000853,ORD0007737,CUST05075,2023-09-11,Product damaged,421.29,80,4.0,505.29,Influencer
RET000854,ORD0007750,CUST05081,2022-03-20,Quality issue,2319.47,80,24.0,2423.47,Paid Google
RET000855,ORD0007755,CUST05084,2023-02-21,Not as described,649.48,80,7.0,736.48,Paid Instagram
RET000856,ORD0007769,CUST05093,2022-10-27,Product damaged,1679.48,80,19.0,1778.48,Paid Instagram
RET000857,ORD0007773,CUST05097,2024-02-07,Wrong item,2007.68,80,22.5,2110.18,Email Referral
RET000858,ORD0007778,CUST05100,2022-08-08,Wrong item,967.99,80,12.0,1059.99,Paid Instagram
RET000859,ORD0007807,CUST05120,2023-06-05,Product damaged,1897.31,80,24.0,2001.31,Paid Google
RET000860,ORD0007808,CUST05121,2023-04-18,Wrong item,785.44,80,7.5,872.94,Paid Google
RET000861,ORD0007820,CUST05125,2023-12-18,Allergic reaction,3178.54,80,29.0,3287.54,Paid Google
RET000862,ORD0007827,CUST05132,2022-05-20,Not as described,542.45,80,6.5,628.95,Paid Instagram
RET000863,ORD0007856,CUST05147,2022-09-16,Not as described,264.92,80,2.5,347.42,Organic Search
RET000864,ORD0007860,CUST05148,2024-01-08,Wrong item,317.19,80,3.0,400.19,Paid Instagram
RET000865,ORD0007863,CUST05151,2022-05-09,Quality issue,336.93,80,3.5,420.43,Paid Instagram
RET000866,ORD0007864,CUST05152,2024-03-29,Wrong item,3366.93,80,37.0,3483.93,Influencer
RET000867,ORD0007898,CUST05179,2022-02-03,Quality issue,1270.84,80,13.0,1363.84,Influencer
RET000868,ORD0007902,CUST05182,2023-04-02,Quality issue,551.89,80,6.0,637.89,Paid Google
RET000869,ORD0007908,CUST05186,2024-02-15,Not as described,686.93,80,7.0,773.93,Paid Google
RET000870,ORD0007921,CUST05197,2023-05-31,Product damaged,1987.35,80,20.5,2087.85,Influencer
RET000871,ORD0007931,CUST05205,2024-02-08,Product damaged,474.97,80,5.0,559.97,Organic Search
RET000872,ORD0007936,CUST05208,2022-05-16,Wrong item,3107.49,80,37.0,3224.49,Paid Instagram
RET000873,ORD0007953,CUST05218,2023-05-26,Wrong item,1113.37,80,11.0,1204.37,Paid Instagram
RET000874,ORD0007962,CUST05225,2024-03-19,Product damaged,1235.32,80,15.0,1330.32,Paid Instagram
RET000875,ORD0007965,CUST05226,2024-01-28,Wrong item,176.17,80,1.75,257.92,Organic Search
RET000876,ORD0007966,CUST05227,2022-11-13,Quality issue,925.41,80,9.0,1014.41,Paid Google
RET000877,ORD0007967,CUST05228,2022-01-21,Wrong item,579.62,80,7.0,666.62,Organic Search
RET000878,ORD0007970,CUST05230,2023-01-18,Not as described,1225.81,80,16.0,1321.81,Paid Instagram
RET000879,ORD0007972,CUST05231,2022-08-07,Allergic reaction,249.02,80,3.0,332.02,Paid Instagram
RET000880,ORD0007978,CUST05235,2023-10-25,Not as described,3943.25,80,48.0,4071.25,Direct
RET000881,ORD0007986,CUST05240,2023-08-19,Product damaged,346.5,80,3.0,429.5,Influencer
RET000882,ORD0007987,CUST05241,2023-05-20,Wrong item,838.94,80,8.0,926.94,Direct
RET000883,ORD0007996,CUST05247,2024-04-27,Not as described,374.82,80,4.0,458.82,Paid Instagram
RET000884,ORD0008010,CUST05259,2022-11-01,Wrong item,2426.32,80,26.0,2532.32,Influencer
RET000885,ORD0008013,CUST05261,2022-05-05,Not as described,1257.67,80,13.5,1351.17,Paid Instagram
RET000886,ORD0008053,CUST05286,2023-06-25,Changed mind,1681.42,80,17.0,1778.42,Paid Google
RET000887,ORD0008055,CUST05287,2024-01-28,Not as described,1107.09,80,13.5,1200.59,Organic Search
RET000888,ORD0008056,CUST05288,2022-09-09,Not as described,1365.22,80,16.0,1461.22,Influencer
RET000889,ORD0008057,CUST05288,2022-12-22,Quality issue,1286.93,80,12.75,1379.68,Influencer
RET000890,ORD0008058,CUST05288,2023-04-10,Quality issue,416.48,80,4.25,500.73,Influencer
RET000891,ORD0008067,CUST05295,2022-06-15,Quality issue,614.34,80,7.5,701.84,Paid Instagram
RET000892,ORD0008070,CUST05296,2023-05-18,Quality issue,635.42,80,7.5,722.92,Paid Instagram
RET000893,ORD0008084,CUST05306,2022-11-22,Wrong item,1501.49,80,18.0,1599.49,Paid Google
RET000894,ORD0008097,CUST05318,2024-04-14,Not as described,661.37,80,6.0,747.37,Organic Search
RET000895,ORD0008102,CUST05322,2024-03-28,Wrong item,276.99,80,2.5,359.49,Paid Google
RET000896,ORD0008114,CUST05332,2024-04-29,Not as described,2500.87,80,27.0,2607.87,Paid Google
RET000897,ORD0008117,CUST05334,2022-06-18,Not as described,3007.4,80,29.5,3116.9,Paid Google
RET000898,ORD0008121,CUST05337,2023-10-05,Product damaged,1296.97,80,12.75,1389.72,Organic Search
RET000899,ORD0008122,CUST05338,2024-02-03,Changed mind,520.23,80,4.5,604.73,Direct
RET000900,ORD0008123,CUST05338,2024-05-29,Wrong item,1107.53,80,11.75,1199.28,Direct
RET000901,ORD0008126,CUST05341,2022-05-28,Not as described,646.66,80,7.5,734.16,Influencer
RET000902,ORD0008128,CUST05343,2024-02-26,Quality issue,1725.56,80,18.0,1823.56,Email Referral
RET000903,ORD0008132,CUST05344,2023-12-04,Wrong item,748.97,80,9.0,837.97,Direct
RET000904,ORD0008152,CUST05361,2022-01-10,Quality issue,1807.1,80,17.0,1904.1,Email Referral
RET000905,ORD0008172,CUST05374,2023-02-10,Wrong item,598.81,80,6.5,685.31,Influencer
RET000906,ORD0008200,CUST05392,2023-05-18,Quality issue,1714.75,80,17.0,1811.75,Paid Google
RET000907,ORD0008202,CUST05393,2022-09-02,Not as described,635.4,80,6.0,721.4,Organic Search
RET000908,ORD0008217,CUST05401,2023-01-21,Quality issue,940.66,80,12.0,1032.66,Paid Instagram
RET000909,ORD0008228,CUST05407,2023-02-16,Wrong item,1246.97,80,13.0,1339.97,Paid Instagram
RET000910,ORD0008249,CUST05425,2023-09-07,Quality issue,857.87,80,9.0,946.87,Paid Google
RET000911,ORD0008278,CUST05445,2023-08-24,Product damaged,937.45,80,11.0,1028.45,Paid Instagram
RET000912,ORD0008291,CUST05455,2023-12-07,Quality issue,1409.13,80,18.0,1507.13,Paid Instagram
RET000913,ORD0008315,CUST05467,2024-01-31,Changed mind,590.62,80,6.0,676.62,Organic Search
RET000914,ORD0008325,CUST05473,2022-02-01,Wrong item,409.15,80,4.25,493.4,Email Referral
RET000915,ORD0008332,CUST05477,2024-02-08,Product damaged,830.84,80,8.0,918.84,Paid Google
RET000916,ORD0008338,CUST05481,2022-02-21,Quality issue,346.0,80,4.0,430.0,Paid Instagram
RET000917,ORD0008342,CUST05483,2024-02-13,Product damaged,397.37,80,4.0,481.37,Email Referral
RET000918,ORD0008351,CUST05490,2022-02-03,Not as described,255.86,80,2.5,338.36,Paid Google
RET000919,ORD0008352,CUST05491,2022-05-03,Product damaged,382.11,80,3.5,465.61,Influencer
RET000920,ORD0008377,CUST05510,2023-04-17,Changed mind,881.43,80,10.25,971.68,Influencer
RET000921,ORD0008395,CUST05522,2022-07-20,Wrong item,2669.39,80,26.5,2775.89,Email Referral
RET000922,ORD0008402,CUST05526,2024-03-09,Changed mind,958.67,80,11.0,1049.67,Paid Instagram
RET000923,ORD0008403,CUST05526,2024-06-10,Quality issue,996.08,80,12.0,1088.08,Paid Instagram
RET000924,ORD0008404,CUST05527,2023-09-28,Changed mind,2073.91,80,19.0,2172.91,Paid Google
RET000925,ORD0008417,CUST05539,2023-03-21,Not as described,1472.44,80,13.75,1566.19,Paid Instagram
RET000926,ORD0008424,CUST05543,2022-03-27,Changed mind,1269.7,80,13.5,1363.2,Paid Instagram
RET000927,ORD0008428,CUST05546,2023-02-15,Product damaged,2487.22,80,24.0,2591.22,Organic Search
RET000928,ORD0008440,CUST05552,2023-11-27,Product damaged,762.26,80,7.5,849.76,Influencer
RET000929,ORD0008448,CUST05556,2023-06-07,Changed mind,2017.61,80,24.5,2122.11,Organic Search
RET000930,ORD0008450,CUST05556,2023-11-09,Product damaged,1817.27,80,19.5,1916.77,Organic Search
RET000931,ORD0008465,CUST05566,2023-12-23,Wrong item,1746.91,80,15.5,1842.41,Paid Google
RET000932,ORD0008466,CUST05566,2024-04-11,Product damaged,2223.88,80,22.5,2326.38,Paid Google
RET000933,ORD0008479,CUST05574,2024-02-05,Allergic reaction,2374.36,80,27.5,2481.86,Influencer
RET000934,ORD0008480,CUST05574,2024-03-19,Product damaged,2144.1,80,24.0,2248.1,Influencer
RET000935,ORD0008481,CUST05574,2024-05-28,Changed mind,2398.67,80,31.5,2510.17,Influencer
RET000936,ORD0008495,CUST05582,2024-09-14,Not as described,783.35,80,7.5,870.85,Paid Instagram
RET000937,ORD0008520,CUST05596,2024-05-01,Quality issue,1080.68,80,13.0,1173.68,Email Referral
RET000938,ORD0008535,CUST05602,2024-06-02,Wrong item,317.62,80,3.0,400.62,Email Referral
RET000939,ORD0008543,CUST05607,2023-02-05,Product damaged,354.27,80,3.5,437.77,Paid Instagram
RET000940,ORD0008546,CUST05609,2023-11-27,Changed mind,527.53,80,4.5,612.03,Paid Google
RET000941,ORD0008547,CUST05610,2022-04-27,Quality issue,5474.06,80,66.0,5620.06,Paid Instagram
RET000942,ORD0008560,CUST05618,2023-05-12,Not as described,3760.01,80,50.0,3890.01,Paid Instagram
RET000943,ORD0008566,CUST05623,2023-12-03,Wrong item,2196.09,80,22.5,2298.59,Paid Google
RET000944,ORD0008568,CUST05625,2022-02-09,Product damaged,864.58,80,9.5,954.08,Paid Instagram
RET000945,ORD0008571,CUST05628,2023-10-27,Not as described,2213.26,80,22.5,2315.76,Paid Google
RET000946,ORD0008575,CUST05631,2024-01-03,Product damaged,2528.15,80,27.0,2635.15,Paid Google
RET000947,ORD0008583,CUST05633,2024-02-13,Quality issue,598.45,80,7.5,685.95,Paid Instagram
RET000948,ORD0008584,CUST05634,2023-04-01,Quality issue,394.9,80,3.5,478.4,Paid Google
RET000949,ORD0008588,CUST05638,2023-03-11,Wrong item,974.26,80,11.0,1065.26,Direct
RET000950,ORD0008592,CUST05642,2022-12-28,Quality issue,2503.5,80,25.5,2609.0,Paid Instagram
RET000951,ORD0008594,CUST05644,2023-08-06,Not as described,1430.56,80,14.5,1525.06,Influencer
RET000952,ORD0008598,CUST05647,2023-12-03,Changed mind,297.32,80,3.0,380.32,Organic Search
RET000953,ORD0008606,CUST05653,2024-02-21,Wrong item,1123.08,80,12.5,1215.58,Organic Search
RET000954,ORD0008620,CUST05662,2023-09-08,Not as described,1015.36,80,12.0,1107.36,Paid Instagram
RET000955,ORD0008622,CUST05664,2022-12-06,Not as described,291.12,80,3.5,374.62,Organic Search
RET000956,ORD0008626,CUST05667,2023-09-14,Not as described,445.57,80,4.25,529.82,Paid Google
RET000957,ORD0008645,CUST05681,2022-04-02,Not as described,389.93,80,4.0,473.93,Paid Instagram
RET000958,ORD0008661,CUST05690,2023-05-31,Product damaged,800.82,80,8.0,888.82,Paid Google
RET000959,ORD0008664,CUST05692,2023-03-14,Quality issue,798.98,80,7.5,886.48,Paid Google
RET000960,ORD0008669,CUST05695,2022-09-03,Quality issue,260.64,80,2.5,343.14,Paid Instagram
RET000961,ORD0008693,CUST05710,2022-12-13,Not as described,1010.76,80,9.0,1099.76,Paid Instagram
RET000962,ORD0008710,CUST05722,2024-02-16,Quality issue,614.01,80,6.5,700.51,Paid Google
RET000963,ORD0008715,CUST05726,2022-09-26,Quality issue,621.34,80,6.0,707.34,Influencer
RET000964,ORD0008726,CUST05734,2023-02-22,Changed mind,2558.56,80,24.0,2662.56,Email Referral
RET000965,ORD0008738,CUST05744,2023-02-16,Not as described,762.55,80,8.0,850.55,Direct
RET000966,ORD0008743,CUST05745,2022-06-01,Wrong item,1156.67,80,13.0,1249.67,Paid Instagram
RET000967,ORD0008745,CUST05747,2023-01-12,Changed mind,1826.94,80,18.5,1925.44,Influencer
RET000968,ORD0008765,CUST05761,2024-06-10,Not as described,2174.08,80,26.5,2280.58,Organic Search
RET000969,ORD0008768,CUST05762,2022-10-21,Changed mind,751.19,80,7.0,838.19,Influencer
RET000970,ORD0008783,CUST05770,2022-09-27,Product damaged,1518.62,80,18.5,1617.12,Paid Google
RET000971,ORD0008793,CUST05777,2022-10-23,Changed mind,753.02,80,7.0,840.02,Paid Instagram
RET000972,ORD0008805,CUST05787,2023-07-08,Wrong item,772.62,80,7.0,859.62,Paid Instagram
RET000973,ORD0008811,CUST05791,2023-11-17,Quality issue,2880.29,80,32.0,2992.29,Influencer
RET000974,ORD0008828,CUST05799,2023-04-14,Product damaged,534.93,80,4.5,619.43,Influencer
RET000975,ORD0008835,CUST05802,2024-06-25,Product damaged,295.83,80,3.0,378.83,Paid Instagram
RET000976,ORD0008839,CUST05803,2022-11-15,Changed mind,1666.86,80,19.5,1766.36,Paid Google
RET000977,ORD0008840,CUST05803,2023-02-24,Wrong item,763.27,80,7.0,850.27,Paid Google
RET000978,ORD0008873,CUST05820,2024-01-27,Changed mind,517.32,80,5.5,602.82,Paid Google
RET000979,ORD0008893,CUST05833,2023-11-24,Wrong item,168.45,80,1.75,250.2,Paid Google
RET000980,ORD0008896,CUST05835,2024-08-31,Quality issue,938.99,80,12.0,1030.99,Paid Instagram
RET000981,ORD0008910,CUST05844,2023-11-17,Not as described,1100.35,80,12.75,1193.1,Paid Instagram
RET000982,ORD0008928,CUST05855,2023-05-21,Changed mind,2086.98,80,28.0,2194.98,Paid Instagram
RET000983,ORD0008930,CUST05856,2024-04-06,Not as described,690.75,80,8.5,779.25,Paid Google
RET000984,ORD0008936,CUST05860,2022-07-04,Product damaged,3110.35,80,30.0,3220.35,Paid Instagram
RET000985,ORD0008953,CUST05870,2022-02-09,Product damaged,1441.2,80,16.0,1537.2,Paid Instagram
RET000986,ORD0008957,CUST05873,2024-03-21,Quality issue,2048.89,80,20.5,2149.39,Influencer
RET000987,ORD0008958,CUST05874,2024-05-08,Quality issue,1310.0,80,16.0,1406.0,Paid Instagram
RET000988,ORD0008964,CUST05879,2022-12-18,Changed mind,3134.77,80,31.5,3246.27,Paid Google
RET000989,ORD0008979,CUST05891,2022-05-05,Allergic reaction,281.18,80,3.0,364.18,Paid Instagram
RET000990,ORD0008985,CUST05895,2022-10-19,Product damaged,1382.63,80,16.0,1478.63,Paid Instagram
RET000991,ORD0008986,CUST05895,2022-11-19,Wrong item,3820.6,80,40.5,3941.1,Paid Instagram
RET000992,ORD0008995,CUST05901,2024-02-21,Wrong item,6432.23,80,70.5,6582.73,Influencer
RET000993,ORD0009025,CUST05923,2024-08-31,Wrong item,370.54,80,4.25,454.79,Email Referral
RET000994,ORD0009031,CUST05925,2023-04-28,Not as described,843.6,80,8.5,932.1,Organic Search
RET000995,ORD0009049,CUST05937,2022-08-20,Not as described,277.3,80,2.5,359.8,Organic Search
RET000996,ORD0009076,CUST05955,2022-02-04,Not as described,1234.39,80,13.0,1327.39,Influencer
RET000997,ORD0009079,CUST05957,2023-06-14,Not as described,934.96,80,9.5,1024.46,Influencer
RET000998,ORD0009080,CUST05957,2023-08-15,Changed mind,1928.54,80,18.0,2026.54,Influencer
RET000999,ORD0009105,CUST05973,2022-09-10,Wrong item,887.56,80,8.5,976.06,Influencer
RET001000,ORD0009126,CUST05989,2022-06-19,Product damaged,3115.4,80,37.0,3232.4,Direct
RET001001,ORD0009137,CUST05995,2023-09-25,Not as described,1639.4,80,17.25,1736.65,Influencer
RET001002,ORD0009141,CUST05997,2023-01-19,Quality issue,822.87,80,8.5,911.37,Paid Google
RET001003,ORD0009142,CUST05998,2022-10-07,Quality issue,1952.72,80,22.5,2055.22,Paid Google
RET001004,ORD0009151,CUST06002,2022-07-01,Quality issue,847.15,80,8.0,935.15,Paid Instagram
RET001005,ORD0009157,CUST06006,2022-05-13,Product damaged,2142.66,80,22.5,2245.16,Paid Google
RET001006,ORD0009165,CUST06013,2022-04-10,Quality issue,836.74,80,9.0,925.74,Paid Google
RET001007,ORD0009172,CUST06017,2022-10-02,Not as described,276.7,80,3.0,359.7,Organic Search
RET001008,ORD0009182,CUST06021,2024-03-08,Not as described,323.98,80,3.0,406.98,Paid Instagram
RET001009,ORD0009185,CUST06023,2023-12-02,Quality issue,544.31,80,6.0,630.31,Paid Instagram
RET001010,ORD0009186,CUST06023,2024-01-23,Not as described,1120.07,80,11.0,1211.07,Paid Instagram
RET001011,ORD0009188,CUST06025,2023-11-15,Not as described,446.75,80,4.5,531.25,Influencer
RET001012,ORD0009207,CUST06037,2023-04-21,Product damaged,1508.42,80,16.5,1604.92,Email Referral
RET001013,ORD0009209,CUST06039,2023-05-06,Quality issue,2497.72,80,29.5,2607.22,Paid Instagram
RET001014,ORD0009210,CUST06039,2023-07-08,Not as described,1743.27,80,20.0,1843.27,Paid Instagram
RET001015,ORD0009244,CUST06061,2024-03-24,Not as described,2722.86,80,30.5,2833.36,Email Referral
RET001016,ORD0009261,CUST06074,2022-06-30,Changed mind,692.32,80,8.5,780.82,Email Referral
RET001017,ORD0009262,CUST06075,2023-06-11,Wrong item,544.94,80,5.25,630.19,Paid Google
RET001018,ORD0009269,CUST06080,2023-03-07,Changed mind,753.46,80,7.0,840.46,Paid Instagram
RET001019,ORD0009288,CUST06091,2022-11-28,Changed mind,707.74,80,7.5,795.24,Paid Instagram
RET001020,ORD0009291,CUST06093,2023-11-02,Not as described,3050.94,80,34.5,3165.44,Paid Instagram
RET001021,ORD0009303,CUST06102,2022-11-28,Not as described,1902.26,80,20.0,2002.26,Influencer
RET001022,ORD0009326,CUST06117,2023-03-04,Changed mind,805.72,80,7.75,893.47,Organic Search
RET001023,ORD0009342,CUST06127,2022-11-05,Product damaged,1969.54,80,21.0,2070.54,Organic Search
RET001024,ORD0009347,CUST06129,2022-09-15,Not as described,457.8,80,4.5,542.3,Influencer
RET001025,ORD0009350,CUST06131,2023-09-05,Not as described,2047.74,80,24.0,2151.74,Paid Google
RET001026,ORD0009352,CUST06131,2024-02-01,Not as described,590.96,80,5.5,676.46,Paid Google
RET001027,ORD0009354,CUST06133,2023-01-02,Product damaged,1360.04,80,16.0,1456.04,Email Referral
RET001028,ORD0009357,CUST06136,2023-04-16,Wrong item,1370.61,80,18.0,1468.61,Paid Instagram
RET001029,ORD0009360,CUST06138,2022-04-18,Wrong item,341.91,80,3.0,424.91,Paid Instagram
RET001030,ORD0009364,CUST06141,2024-01-04,Not as described,1688.42,80,16.0,1784.42,Paid Google
RET001031,ORD0009370,CUST06147,2024-06-11,Product damaged,1404.93,80,16.0,1500.93,Paid Google
RET001032,ORD0009378,CUST06153,2023-03-09,Product damaged,1238.36,80,12.75,1331.11,Paid Google
RET001033,ORD0009380,CUST06155,2023-07-01,Changed mind,362.87,80,4.0,446.87,Paid Instagram
RET001034,ORD0009410,CUST06176,2022-03-04,Not as described,2686.43,80,26.0,2792.43,Paid Instagram
RET001035,ORD0009413,CUST06179,2024-03-20,Quality issue,538.14,80,6.0,624.14,Paid Google
RET001036,ORD0009422,CUST06185,2023-10-05,Quality issue,680.0,80,8.0,768.0,Influencer
RET001037,ORD0009447,CUST06202,2023-08-17,Wrong item,1049.96,80,10.5,1140.46,Influencer
RET001038,ORD0009452,CUST06206,2023-12-13,Quality issue,832.5,80,7.5,920.0,Organic Search
RET001039,ORD0009455,CUST06208,2022-10-28,Quality issue,3447.12,80,48.0,3575.12,Influencer
RET001040,ORD0009466,CUST06215,2023-10-31,Not as described,539.04,80,5.25,624.29,Organic Search
RET001041,ORD0009468,CUST06216,2022-09-04,Product damaged,3015.61,80,33.0,3128.61,Paid Google
RET001042,ORD0009473,CUST06220,2024-06-17,Allergic reaction,1095.17,80,15.0,1190.17,Direct
RET001043,ORD0009502,CUST06240,2022-06-15,Allergic reaction,2534.17,80,25.5,2639.67,Direct
RET001044,ORD0009518,CUST06250,2023-11-08,Changed mind,1300.28,80,12.75,1393.03,Organic Search
RET001045,ORD0009527,CUST06256,2023-08-14,Allergic reaction,1975.28,80,17.75,2073.03,Organic Search
RET001046,ORD0009528,CUST06256,2023-11-17,Wrong item,551.14,80,5.5,636.64,Organic Search
RET001047,ORD0009535,CUST06261,2023-04-05,Quality issue,843.59,80,10.0,933.59,Organic Search
RET001048,ORD0009544,CUST06268,2023-11-21,Not as described,1676.69,80,15.5,1772.19,Paid Instagram
RET001049,ORD0009548,CUST06271,2023-12-27,Not as described,1499.25,80,16.0,1595.25,Paid Instagram
RET001050,ORD0009635,CUST06324,2023-12-20,Quality issue,1655.35,80,18.5,1753.85,Organic Search
RET001051,ORD0009646,CUST06331,2024-02-02,Changed mind,1370.04,80,13.5,1463.54,Paid Google
RET001052,ORD0009669,CUST06344,2022-05-25,Wrong item,1031.39,80,9.0,1120.39,Email Referral
RET001053,ORD0009670,CUST06344,2022-07-02,Quality issue,2169.64,80,24.0,2273.64,Email Referral
RET001054,ORD0009695,CUST06361,2022-02-27,Product damaged,3339.66,80,48.0,3467.66,Paid Instagram
RET001055,ORD0009718,CUST06376,2022-07-05,Quality issue,3732.55,80,39.5,3852.05,Influencer
RET001056,ORD0009725,CUST06380,2023-10-18,Product damaged,3836.01,80,48.0,3964.01,Paid Google
RET001057,ORD0009734,CUST06385,2023-05-10,Not as described,1287.38,80,15.0,1382.38,Paid Google
RET001058,ORD0009738,CUST06388,2023-08-21,Product damaged,2413.18,80,29.5,2522.68,Paid Instagram
RET001059,ORD0009752,CUST06396,2023-10-30,Quality issue,666.6,80,8.5,755.1,Organic Search
RET001060,ORD0009768,CUST06403,2024-11-21,Quality issue,583.36,80,6.5,669.86,Email Referral
RET001061,ORD0009779,CUST06410,2023-10-04,Changed mind,1289.78,80,13.0,1382.78,Influencer
RET001062,ORD0009782,CUST06411,2024-03-13,Not as described,659.73,80,7.0,746.73,Paid Google
RET001063,ORD0009788,CUST06415,2024-03-22,Product damaged,1333.63,80,16.0,1429.63,Organic Search
RET001064,ORD0009789,CUST06416,2022-06-01,Not as described,598.77,80,7.5,686.27,Paid Instagram
RET001065,ORD0009790,CUST06417,2023-09-19,Not as described,1870.37,80,16.25,1966.62,Paid Instagram
RET001066,ORD0009795,CUST06419,2022-01-15,Not as described,833.84,80,8.25,922.09,Paid Google
